,fips,province_state,country_region,confirmed,deaths,recovered,active,date,positive,negative,hospitalized,hospitalizedcurrently,hospitalizeddischarged
409,,,Vietnam,2.0,,,,20210119,289939,,,1066.0,
410,,,Nepal,1.0,,,,20210119,289939,,,1066.0,
411,,,Malaysia,8.0,,,,20210119,289939,,,1066.0,
412,,Ontario,Canada,2.0,,,,20210119,289939,,,1066.0,
413,,British Columbia,Canada,1.0,,,,20210119,289939,,,1066.0,
414,,,Cambodia,1.0,,,,20210119,289939,,,1066.0,
415,,,Sri Lanka,1.0,,,,20210119,289939,,,1066.0,
416,,New South Wales,Australia,4.0,,2.0,,20210119,289939,,,1066.0,
417,,Victoria,Australia,2.0,,,,20210119,289939,,,1066.0,
418,,Queensland,Australia,3.0,,,,20210119,289939,,,1066.0,
419,,Bavaria,Germany,4.0,,,,20210119,289939,,,1066.0,
420,,,Finland,1.0,,,,20210119,289939,,,1066.0,
421,,,United Arab Emirates,4.0,,,,20210119,289939,,,1066.0,
422,,,Philippines,1.0,,,,20210119,289939,,,1066.0,
423,,,India,1.0,,,,20210119,289939,,,1066.0,
424,,Hubei,China,5806.0,204.0,141.0,,20210119,289939,,,1066.0,
425,,Zhejiang,China,538.0,,14.0,,20210119,289939,,,1066.0,
426,,Guangdong,China,436.0,,11.0,,20210119,289939,,,1066.0,
427,,He,China,352.0,2.0,3.0,,20210119,289939,,,1066.0,
428,,Hu,China,332.0,,2.0,,20210119,289939,,,1066.0,
429,,Jiangxi,China,240.0,,7.0,,20210119,289939,,,1066.0,
430,,Anhui,China,237.0,,3.0,,20210119,289939,,,1066.0,
431,,Chongqing,China,211.0,,1.0,,20210119,289939,,,1066.0,
432,,Shandong,China,184.0,,2.0,,20210119,289939,,,1066.0,
433,,Sichuan,China,177.0,1.0,1.0,,20210119,289939,,,1066.0,
434,,Jiangsu,China,168.0,,5.0,,20210119,289939,,,1066.0,
435,,Beijing,China,139.0,1.0,5.0,,20210119,289939,,,1066.0,
436,,Shanghai,China,135.0,1.0,9.0,,20210119,289939,,,1066.0,
437,,Fujian,China,120.0,,,,20210119,289939,,,1066.0,
438,,Guangxi,China,87.0,,2.0,,20210119,289939,,,1066.0,
439,,Shaanxi,China,87.0,,,,20210119,289939,,,1066.0,
440,,Yun,China,83.0,,1.0,,20210119,289939,,,1066.0,
441,,Hebei,China,82.0,1.0,,,20210119,289939,,,1066.0,
442,,Heilongjiang,China,59.0,2.0,,,20210119,289939,,,1066.0,
443,,Hai,China,52.0,1.0,1.0,,20210119,289939,,,1066.0,
444,,Liaoning,China,48.0,,1.0,,20210119,289939,,,1066.0,
445,,Shanxi,China,39.0,,1.0,,20210119,289939,,,1066.0,
446,,Tianjin,China,32.0,,,,20210119,289939,,,1066.0,
447,,Guizhou,China,29.0,,2.0,,20210119,289939,,,1066.0,
448,,Gansu,China,29.0,,,,20210119,289939,,,1066.0,
449,,Ningxia,China,21.0,,,,20210119,289939,,,1066.0,
450,,Inner Mongolia,China,20.0,,1.0,,20210119,289939,,,1066.0,
451,,Xinjiang,China,17.0,,,,20210119,289939,,,1066.0,
452,,Jilin,China,14.0,,1.0,,20210119,289939,,,1066.0,
453,,Hong Kong,Hong Kong,12.0,,,,20210119,289939,,,1066.0,
454,,Taiwan,Taiwan,10.0,,,,20210119,289939,,,1066.0,
455,,Qinghai,China,8.0,,,,20210119,289939,,,1066.0,
456,,Macau,Macau,7.0,,,,20210119,289939,,,1066.0,
457,,Tibet,China,1.0,,,,20210119,289939,,,1066.0,
458,,,Thailand,19.0,,5.0,,20210119,289939,,,1066.0,
459,,,Japan,15.0,,1.0,,20210119,289939,,,1066.0,
460,,,Singapore,13.0,,,,20210119,289939,,,1066.0,
461,,,South Korea,11.0,,,,20210119,289939,,,1066.0,
462,,,Malaysia,8.0,,,,20210119,289939,,,1066.0,
463,,Bavaria,Germany,5.0,,,,20210119,289939,,,1066.0,
464,,New South Wales,Australia,4.0,,2.0,,20210119,289939,,,1066.0,
465,,,United Arab Emirates,4.0,,,,20210119,289939,,,1066.0,
466,,Victoria,Australia,3.0,,,,20210119,289939,,,1066.0,
467,,Illinois,US,2.0,,,,20210119,289939,,,1066.0,
468,,California,US,2.0,,,,20210119,289939,,,1066.0,
469,,,Vietnam,2.0,,,,20210119,289939,,,1066.0,
470,,Ontario,Canada,2.0,,,,20210119,289939,,,1066.0,
471,,Queensland,Australia,2.0,,,,20210119,289939,,,1066.0,
472,,,Italy,2.0,,,,20210119,289939,,,1066.0,
473,,,United Kingdom,2.0,,,,20210119,289939,,,1066.0,
474,,,Russia,2.0,,,,20210119,289939,,,1066.0,
475,,Washington,US,1.0,,,,20210119,289939,,,1066.0,
476,,Arizona,US,1.0,,,,20210119,289939,,,1066.0,
477,,,Nepal,1.0,,,,20210119,289939,,,1066.0,
478,,British Columbia,Canada,1.0,,,,20210119,289939,,,1066.0,
479,,,Cambodia,1.0,,,,20210119,289939,,,1066.0,
480,,,Sri Lanka,1.0,,,,20210119,289939,,,1066.0,
481,,,Finland,1.0,,,,20210119,289939,,,1066.0,
482,,,Philippines,1.0,,,,20210119,289939,,,1066.0,
483,,,India,1.0,,,,20210119,289939,,,1066.0,
484,,,Sweden,1.0,,,,20210119,289939,,,1066.0,
485,,Hubei,China,7153.0,249.0,168.0,,20210119,289939,,,1066.0,
486,,Zhejiang,China,599.0,0.0,21.0,,20210119,289939,,,1066.0,
487,,Guangdong,China,535.0,0.0,14.0,,20210119,289939,,,1066.0,
488,,He,China,422.0,2.0,3.0,,20210119,289939,,,1066.0,
489,,Hu,China,389.0,0.0,8.0,,20210119,289939,,,1066.0,
490,,Anhui,China,297.0,0.0,5.0,,20210119,289939,,,1066.0,
491,,Jiangxi,China,286.0,0.0,9.0,,20210119,289939,,,1066.0,
492,,Chongqing,China,247.0,1.0,3.0,,20210119,289939,,,1066.0,
493,,Sichuan,China,207.0,1.0,3.0,,20210119,289939,,,1066.0,
494,,Shandong,China,206.0,0.0,3.0,,20210119,289939,,,1066.0,
495,,Jiangsu,China,202.0,0.0,6.0,,20210119,289939,,,1066.0,
496,,Shanghai,China,169.0,1.0,10.0,,20210119,289939,,,1066.0,
497,,Beijing,China,168.0,1.0,9.0,,20210119,289939,,,1066.0,
498,,Fujian,China,144.0,0.0,0.0,,20210119,289939,,,1066.0,
499,,Shaanxi,China,101.0,0.0,0.0,,20210119,289939,,,1066.0,
500,,Guangxi,China,100.0,0.0,2.0,,20210119,289939,,,1066.0,
501,,Hebei,China,96.0,1.0,0.0,,20210119,289939,,,1066.0,
502,,Yun,China,93.0,0.0,2.0,,20210119,289939,,,1066.0,
503,,Heilongjiang,China,80.0,2.0,2.0,,20210119,289939,,,1066.0,
504,,Liaoning,China,64.0,0.0,1.0,,20210119,289939,,,1066.0,
505,,Hai,China,62.0,1.0,1.0,,20210119,289939,,,1066.0,
506,,Shanxi,China,47.0,0.0,1.0,,20210119,289939,,,1066.0,
507,,Tianjin,China,41.0,0.0,0.0,,20210119,289939,,,1066.0,
508,,Gansu,China,40.0,0.0,0.0,,20210119,289939,,,1066.0,
509,,Guizhou,China,29.0,0.0,2.0,,20210119,289939,,,1066.0,
510,,Ningxia,China,26.0,0.0,0.0,,20210119,289939,,,1066.0,
511,,Inner Mongolia,China,23.0,0.0,1.0,,20210119,289939,,,1066.0,
512,,,Japan,20.0,0.0,1.0,,20210119,289939,,,1066.0,
513,,,Thailand,19.0,0.0,5.0,,20210119,289939,,,1066.0,
514,,Xinjiang,China,18.0,0.0,0.0,,20210119,289939,,,1066.0,
515,,Jilin,China,17.0,0.0,1.0,,20210119,289939,,,1066.0,
516,,,Singapore,16.0,0.0,0.0,,20210119,289939,,,1066.0,
517,,Hong Kong,Hong Kong,13.0,0.0,0.0,,20210119,289939,,,1066.0,
518,,,South Korea,12.0,0.0,0.0,,20210119,289939,,,1066.0,
519,,Taiwan,Taiwan,10.0,0.0,0.0,,20210119,289939,,,1066.0,
520,,Qinghai,China,9.0,0.0,0.0,,20210119,289939,,,1066.0,
521,,,Malaysia,8.0,0.0,0.0,,20210119,289939,,,1066.0,
522,,,Germany,8.0,0.0,0.0,,20210119,289939,,,1066.0,
523,,Macau,Macau,7.0,0.0,0.0,,20210119,289939,,,1066.0,
524,,,Vietnam,6.0,0.0,1.0,,20210119,289939,,,1066.0,
525,,New South Wales,Australia,4.0,0.0,2.0,,20210119,289939,,,1066.0,
526,,Victoria,Australia,4.0,0.0,0.0,,20210119,289939,,,1066.0,
527,,,United Arab Emirates,4.0,0.0,0.0,,20210119,289939,,,1066.0,
528,,Queensland,Australia,3.0,0.0,0.0,,20210119,289939,,,1066.0,
529,,Ontario,Canada,3.0,0.0,0.0,,20210119,289939,,,1066.0,
530,,,Italy,2.0,0.0,0.0,,20210119,289939,,,1066.0,
531,,,Russia,2.0,0.0,0.0,,20210119,289939,,,1066.0,
532,,,United Kingdom,2.0,0.0,0.0,,20210119,289939,,,1066.0,
533,,Illinois,US,2.0,0.0,0.0,,20210119,289939,,,1066.0,
534,,South Australia,Australia,1.0,0.0,0.0,,20210119,289939,,,1066.0,
535,,,Cambodia,1.0,0.0,0.0,,20210119,289939,,,1066.0,
536,,British Columbia,Canada,1.0,0.0,0.0,,20210119,289939,,,1066.0,
537,,,Finland,1.0,0.0,0.0,,20210119,289939,,,1066.0,
538,,,India,1.0,0.0,0.0,,20210119,289939,,,1066.0,
539,,Tibet,China,1.0,0.0,0.0,,20210119,289939,,,1066.0,
540,,,Nepal,1.0,0.0,0.0,,20210119,289939,,,1066.0,
541,,,Philippines,1.0,0.0,0.0,,20210119,289939,,,1066.0,
542,,,Spain,1.0,0.0,0.0,,20210119,289939,,,1066.0,
543,,,Sri Lanka,1.0,0.0,0.0,,20210119,289939,,,1066.0,
544,,,Sweden,1.0,0.0,0.0,,20210119,289939,,,1066.0,
545,,Massachusetts,US,1.0,0.0,0.0,,20210119,289939,,,1066.0,
546,,Washington,US,1.0,0.0,0.0,,20210119,289939,,,1066.0,
547,,Arizona,US,1.0,0.0,0.0,,20210119,289939,,,1066.0,
548,,Hubei,China,11177.0,350.0,295.0,,20210119,289939,,,1066.0,
549,,Zhejiang,China,661.0,0.0,32.0,,20210119,289939,,,1066.0,
550,,Guangdong,China,632.0,0.0,15.0,,20210119,289939,,,1066.0,
551,,He,China,493.0,2.0,10.0,,20210119,289939,,,1066.0,
552,,Hu,China,463.0,0.0,16.0,,20210119,289939,,,1066.0,
553,,Anhui,China,340.0,0.0,7.0,,20210119,289939,,,1066.0,
554,,Jiangxi,China,333.0,0.0,12.0,,20210119,289939,,,1066.0,
555,,Chongqing,China,300.0,2.0,7.0,,20210119,289939,,,1066.0,
556,,Jiangsu,China,236.0,0.0,7.0,,20210119,289939,,,1066.0,
557,,Sichuan,China,231.0,1.0,11.0,,20210119,289939,,,1066.0,
558,,Shandong,China,230.0,0.0,6.0,,20210119,289939,,,1066.0,
559,,Beijing,China,191.0,1.0,9.0,,20210119,289939,,,1066.0,
560,,Shanghai,China,182.0,1.0,10.0,,20210119,289939,,,1066.0,
561,,Fujian,China,159.0,0.0,0.0,,20210119,289939,,,1066.0,
562,,Shaanxi,China,116.0,0.0,0.0,,20210119,289939,,,1066.0,
563,,Guangxi,China,111.0,0.0,2.0,,20210119,289939,,,1066.0,
564,,Yun,China,105.0,0.0,3.0,,20210119,289939,,,1066.0,
565,,Hebei,China,104.0,1.0,3.0,,20210119,289939,,,1066.0,
566,,Heilongjiang,China,95.0,2.0,2.0,,20210119,289939,,,1066.0,
567,,Liaoning,China,70.0,0.0,1.0,,20210119,289939,,,1066.0,
568,,Shanxi,China,66.0,0.0,3.0,,20210119,289939,,,1066.0,
569,,Hai,China,64.0,1.0,4.0,,20210119,289939,,,1066.0,
570,,Gansu,China,51.0,0.0,3.0,,20210119,289939,,,1066.0,
571,,Tianjin,China,48.0,0.0,1.0,,20210119,289939,,,1066.0,
572,,Guizhou,China,38.0,0.0,2.0,,20210119,289939,,,1066.0,
573,,Ningxia,China,28.0,0.0,0.0,,20210119,289939,,,1066.0,
574,,Inner Mongolia,China,27.0,0.0,1.0,,20210119,289939,,,1066.0,
575,,Jilin,China,23.0,0.0,1.0,,20210119,289939,,,1066.0,
576,,Xinjiang,China,21.0,0.0,0.0,,20210119,289939,,,1066.0,
577,,,Japan,20.0,0.0,1.0,,20210119,289939,,,1066.0,
578,,,Singapore,18.0,0.0,0.0,,20210119,289939,,,1066.0,
579,,Hong Kong,Hong Kong,15.0,0.0,0.0,,20210119,289939,,,1066.0,
580,,,South Korea,15.0,0.0,0.0,,20210119,289939,,,1066.0,
581,,Qinghai,China,11.0,0.0,0.0,,20210119,289939,,,1066.0,
582,,,Germany,10.0,0.0,0.0,,20210119,289939,,,1066.0,
583,,Taiwan,Taiwan,10.0,0.0,0.0,,20210119,289939,,,1066.0,
584,,Macau,Macau,8.0,0.0,0.0,,20210119,289939,,,1066.0,
585,,,Malaysia,8.0,0.0,0.0,,20210119,289939,,,1066.0,
586,,,Vietnam,6.0,0.0,1.0,,20210119,289939,,,1066.0,
587,,,United Arab Emirates,5.0,0.0,0.0,,20210119,289939,,,1066.0,
588,,New South Wales,Australia,4.0,0.0,2.0,,20210119,289939,,,1066.0,
589,,Victoria,Australia,4.0,0.0,0.0,,20210119,289939,,,1066.0,
590,,Ontario,Canada,3.0,0.0,0.0,,20210119,289939,,,1066.0,
591,,Queensland,Australia,2.0,0.0,0.0,,20210119,289939,,,1066.0,
592,,South Australia,Australia,2.0,0.0,0.0,,20210119,289939,,,1066.0,
593,,,India,2.0,0.0,0.0,,20210119,289939,,,1066.0,
594,,,Italy,2.0,0.0,0.0,,20210119,289939,,,1066.0,
595,,,Philippines,2.0,1.0,0.0,,20210119,289939,,,1066.0,
596,,,Russia,2.0,0.0,0.0,,20210119,289939,,,1066.0,
597,,,United Kingdom,2.0,0.0,0.0,,20210119,289939,,,1066.0,
598,,Illinois,US,2.0,0.0,0.0,,20210119,289939,,,1066.0,
599,,,Cambodia,1.0,0.0,0.0,,20210119,289939,,,1066.0,
600,,British Columbia,Canada,1.0,0.0,0.0,,20210119,289939,,,1066.0,
601,,,Finland,1.0,0.0,0.0,,20210119,289939,,,1066.0,
602,,Tibet,China,1.0,0.0,0.0,,20210119,289939,,,1066.0,
603,,,Nepal,1.0,0.0,0.0,,20210119,289939,,,1066.0,
604,,,Spain,1.0,0.0,0.0,,20210119,289939,,,1066.0,
605,,,Sri Lanka,1.0,0.0,0.0,,20210119,289939,,,1066.0,
606,,,Sweden,1.0,0.0,0.0,,20210119,289939,,,1066.0,
607,,Massachusetts,US,1.0,0.0,0.0,,20210119,289939,,,1066.0,
608,,Washington,US,1.0,0.0,0.0,,20210119,289939,,,1066.0,
609,,Arizona,US,1.0,0.0,0.0,,20210119,289939,,,1066.0,
610,,Hubei,China,13522.0,414.0,386.0,,20210119,289939,,,1066.0,
611,,Guangdong,China,725.0,0.0,21.0,,20210119,289939,,,1066.0,
612,,Zhejiang,China,724.0,0.0,43.0,,20210119,289939,,,1066.0,
613,,He,China,566.0,2.0,16.0,,20210119,289939,,,1066.0,
614,,Hu,China,521.0,0.0,22.0,,20210119,289939,,,1066.0,
615,,Anhui,China,408.0,0.0,14.0,,20210119,289939,,,1066.0,
616,,Jiangxi,China,391.0,0.0,18.0,,20210119,289939,,,1066.0,
617,,Chongqing,China,337.0,2.0,9.0,,20210119,289939,,,1066.0,
618,,Jiangsu,China,271.0,0.0,8.0,,20210119,289939,,,1066.0,
619,,Shandong,China,259.0,0.0,7.0,,20210119,289939,,,1066.0,
620,,Sichuan,China,254.0,1.0,14.0,,20210119,289939,,,1066.0,
621,,Beijing,China,212.0,1.0,12.0,,20210119,289939,,,1066.0,
622,,Shanghai,China,203.0,1.0,10.0,,20210119,289939,,,1066.0,
623,,Fujian,China,179.0,0.0,1.0,,20210119,289939,,,1066.0,
624,,Shaanxi,China,128.0,0.0,0.0,,20210119,289939,,,1066.0,
625,,Guangxi,China,127.0,0.0,7.0,,20210119,289939,,,1066.0,
626,,Heilongjiang,China,121.0,2.0,2.0,,20210119,289939,,,1066.0,
627,,Yun,China,117.0,0.0,5.0,,20210119,289939,,,1066.0,
628,,Hebei,China,113.0,1.0,3.0,,20210119,289939,,,1066.0,
629,,Liaoning,China,74.0,0.0,1.0,,20210119,289939,,,1066.0,
630,,Shanxi,China,74.0,0.0,2.0,,20210119,289939,,,1066.0,
631,,Hai,China,72.0,1.0,4.0,,20210119,289939,,,1066.0,
632,,Tianjin,China,60.0,0.0,1.0,,20210119,289939,,,1066.0,
633,,Gansu,China,55.0,0.0,3.0,,20210119,289939,,,1066.0,
634,,Guizhou,China,46.0,0.0,2.0,,20210119,289939,,,1066.0,
635,,Inner Mongolia,China,34.0,0.0,1.0,,20210119,289939,,,1066.0,
636,,Jilin,China,31.0,0.0,1.0,,20210119,289939,,,1066.0,
637,,Ningxia,China,31.0,0.0,1.0,,20210119,289939,,,1066.0,
638,,Xinjiang,China,24.0,0.0,0.0,,20210119,289939,,,1066.0,
639,,Qinghai,China,13.0,0.0,0.0,,20210119,289939,,,1066.0,
640,,,Germany,12.0,0.0,0.0,,20210119,289939,,,1066.0,
641,,,Vietnam,8.0,0.0,1.0,,20210119,289939,,,1066.0,
642,,,India,3.0,0.0,0.0,,20210119,289939,,,1066.0,
643,,Hubei,China,16678.0,479.0,522.0,,20210119,289939,,,1066.0,
644,,Zhejiang,China,829.0,0.0,62.0,,20210119,289939,,,1066.0,
645,,Guangdong,China,813.0,0.0,30.0,,20210119,289939,,,1066.0,
646,,He,China,675.0,2.0,27.0,,20210119,289939,,,1066.0,
647,,Hu,China,593.0,0.0,31.0,,20210119,289939,,,1066.0,
648,,Anhui,China,480.0,0.0,20.0,,20210119,289939,,,1066.0,
649,,Jiangxi,China,476.0,0.0,20.0,,20210119,289939,,,1066.0,
650,,Chongqing,China,366.0,2.0,9.0,,20210119,289939,,,1066.0,
651,,Jiangsu,China,308.0,0.0,12.0,,20210119,289939,,,1066.0,
652,,Sichuan,China,282.0,1.0,14.0,,20210119,289939,,,1066.0,
653,,Shandong,China,275.0,0.0,11.0,,20210119,289939,,,1066.0,
654,,Beijing,China,228.0,1.0,23.0,,20210119,289939,,,1066.0,
655,,Shanghai,China,219.0,1.0,12.0,,20210119,289939,,,1066.0,
656,,Fujian,China,194.0,0.0,3.0,,20210119,289939,,,1066.0,
657,,Heilongjiang,China,155.0,2.0,4.0,,20210119,289939,,,1066.0,
658,,Shaanxi,China,142.0,0.0,2.0,,20210119,289939,,,1066.0,
659,,Guangxi,China,139.0,0.0,10.0,,20210119,289939,,,1066.0,
660,,Hebei,China,126.0,1.0,4.0,,20210119,289939,,,1066.0,
661,,Yun,China,122.0,0.0,5.0,,20210119,289939,,,1066.0,
662,,Liaoning,China,81.0,0.0,2.0,,20210119,289939,,,1066.0,
663,,Shanxi,China,81.0,0.0,4.0,,20210119,289939,,,1066.0,
664,,Hai,China,80.0,1.0,5.0,,20210119,289939,,,1066.0,
665,,Tianjin,China,67.0,0.0,2.0,,20210119,289939,,,1066.0,
666,,Guizhou,China,58.0,0.0,2.0,,20210119,289939,,,1066.0,
667,,Gansu,China,57.0,0.0,4.0,,20210119,289939,,,1066.0,
668,,Jilin,China,42.0,0.0,1.0,,20210119,289939,,,1066.0,
669,,Inner Mongolia,China,35.0,0.0,1.0,,20210119,289939,,,1066.0,
670,,Ningxia,China,34.0,0.0,1.0,,20210119,289939,,,1066.0,
671,,Xinjiang,China,29.0,0.0,0.0,,20210119,289939,,,1066.0,
672,,,Thailand,25.0,0.0,5.0,,20210119,289939,,,1066.0,
673,,,Singapore,24.0,0.0,0.0,,20210119,289939,,,1066.0,
674,,,Japan,22.0,0.0,1.0,,20210119,289939,,,1066.0,
675,,Hong Kong,Hong Kong,17.0,1.0,0.0,,20210119,289939,,,1066.0,
676,,,South Korea,16.0,0.0,0.0,,20210119,289939,,,1066.0,
677,,Qinghai,China,15.0,0.0,0.0,,20210119,289939,,,1066.0,
678,,Taiwan,Taiwan,11.0,0.0,0.0,,20210119,289939,,,1066.0,
679,,Macau,Macau,10.0,0.0,0.0,,20210119,289939,,,1066.0,
680,,,Malaysia,10.0,0.0,0.0,,20210119,289939,,,1066.0,
681,,Queensland,Australia,3.0,0.0,0.0,,20210119,289939,,,1066.0,
682,,Ontario,Canada,2.0,0.0,0.0,,20210119,289939,,,1066.0,
683,,,Belgium,1.0,0.0,0.0,,20210119,289939,,,1066.0,
684,,Ontario,Canada,1.0,0.0,0.0,,20210119,289939,,,1066.0,
685,,Hubei,China,19665.0,549.0,633.0,,20210119,289939,,,1066.0,
686,,Guangdong,China,895.0,0.0,49.0,,20210119,289939,,,1066.0,
687,,Zhejiang,China,895.0,0.0,78.0,,20210119,289939,,,1066.0,
688,,He,China,764.0,2.0,47.0,,20210119,289939,,,1066.0,
689,,Hu,China,661.0,0.0,54.0,,20210119,289939,,,1066.0,
690,,Jiangxi,China,548.0,0.0,27.0,,20210119,289939,,,1066.0,
691,,Anhui,China,530.0,0.0,23.0,,20210119,289939,,,1066.0,
692,,Chongqing,China,389.0,2.0,15.0,,20210119,289939,,,1066.0,
693,,Jiangsu,China,341.0,0.0,23.0,,20210119,289939,,,1066.0,
694,,Shandong,China,307.0,0.0,15.0,,20210119,289939,,,1066.0,
695,,Sichuan,China,301.0,1.0,24.0,,20210119,289939,,,1066.0,
696,,Beijing,China,253.0,1.0,24.0,,20210119,289939,,,1066.0,
697,,Shanghai,China,243.0,1.0,15.0,,20210119,289939,,,1066.0,
698,,Fujian,China,205.0,0.0,11.0,,20210119,289939,,,1066.0,
699,,Heilongjiang,China,190.0,2.0,7.0,,20210119,289939,,,1066.0,
700,,Shaanxi,China,165.0,0.0,6.0,,20210119,289939,,,1066.0,
701,,Guangxi,China,150.0,0.0,13.0,,20210119,289939,,,1066.0,
702,,Hebei,China,135.0,1.0,6.0,,20210119,289939,,,1066.0,
703,,Yun,China,128.0,0.0,5.0,,20210119,289939,,,1066.0,
704,,Hai,China,99.0,1.0,5.0,,20210119,289939,,,1066.0,
705,,Liaoning,China,89.0,0.0,4.0,,20210119,289939,,,1066.0,
706,,Shanxi,China,81.0,0.0,5.0,,20210119,289939,,,1066.0,
707,,Tianjin,China,69.0,1.0,2.0,,20210119,289939,,,1066.0,
708,,Guizhou,China,64.0,1.0,9.0,,20210119,289939,,,1066.0,
709,,Gansu,China,62.0,0.0,6.0,,20210119,289939,,,1066.0,
710,,Jilin,China,54.0,0.0,2.0,,20210119,289939,,,1066.0,
711,,Inner Mongolia,China,42.0,0.0,3.0,,20210119,289939,,,1066.0,
712,,Xinjiang,China,32.0,0.0,0.0,,20210119,289939,,,1066.0,
713,,,Singapore,28.0,0.0,0.0,,20210119,289939,,,1066.0,
714,,Hong Kong,Hong Kong,21.0,1.0,0.0,,20210119,289939,,,1066.0,
715,,,South Korea,19.0,0.0,0.0,,20210119,289939,,,1066.0,
716,,Qinghai,China,17.0,0.0,3.0,,20210119,289939,,,1066.0,
717,,,Malaysia,12.0,0.0,0.0,,20210119,289939,,,1066.0,
718,,British Columbia,Canada,2.0,0.0,0.0,,20210119,289939,,,1066.0,
719,,Wisconsin,US,1.0,0.0,0.0,,20210119,289939,,,1066.0,
720,,Hubei,China,22112.0,618.0,817.0,,20210119,289939,,,1066.0,
721,,Guangdong,China,970.0,0.0,69.0,,20210119,289939,,,1066.0,
722,,Zhejiang,China,954.0,0.0,94.0,,20210119,289939,,,1066.0,
723,,He,China,851.0,2.0,56.0,,20210119,289939,,,1066.0,
724,,Hu,China,711.0,0.0,81.0,,20210119,289939,,,1066.0,
725,,Jiangxi,China,600.0,0.0,37.0,,20210119,289939,,,1066.0,
726,,Anhui,China,591.0,0.0,34.0,,20210119,289939,,,1066.0,
727,,Chongqing,China,411.0,2.0,24.0,,20210119,289939,,,1066.0,
728,,Jiangsu,China,373.0,0.0,34.0,,20210119,289939,,,1066.0,
729,,Shandong,China,347.0,0.0,27.0,,20210119,289939,,,1066.0,
730,,Sichuan,China,321.0,1.0,31.0,,20210119,289939,,,1066.0,
731,,Beijing,China,274.0,1.0,31.0,,20210119,289939,,,1066.0,
732,,Shanghai,China,257.0,1.0,25.0,,20210119,289939,,,1066.0,
733,,Heilongjiang,China,227.0,3.0,8.0,,20210119,289939,,,1066.0,
734,,Fujian,China,215.0,0.0,14.0,,20210119,289939,,,1066.0,
735,,Shaanxi,China,173.0,0.0,9.0,,20210119,289939,,,1066.0,
736,,Guangxi,China,168.0,0.0,14.0,,20210119,289939,,,1066.0,
737,,Hebei,China,157.0,1.0,13.0,,20210119,289939,,,1066.0,
738,,Yun,China,133.0,0.0,7.0,,20210119,289939,,,1066.0,
739,,Hai,China,106.0,1.0,8.0,,20210119,289939,,,1066.0,
740,,Shanxi,China,96.0,0.0,12.0,,20210119,289939,,,1066.0,
741,,Liaoning,China,94.0,0.0,5.0,,20210119,289939,,,1066.0,
742,,Tianjin,China,79.0,1.0,2.0,,20210119,289939,,,1066.0,
743,,Guizhou,China,71.0,1.0,6.0,,20210119,289939,,,1066.0,
744,,Jilin,China,59.0,0.0,4.0,,20210119,289939,,,1066.0,
745,,Inner Mongolia,China,46.0,0.0,4.0,,20210119,289939,,,1066.0,
746,,,Japan,45.0,0.0,1.0,,20210119,289939,,,1066.0,
747,,Ningxia,China,40.0,0.0,1.0,,20210119,289939,,,1066.0,
748,,Xinjiang,China,36.0,0.0,0.0,,20210119,289939,,,1066.0,
749,,Hong Kong,Hong Kong,24.0,1.0,0.0,,20210119,289939,,,1066.0,
750,,,South Korea,23.0,0.0,0.0,,20210119,289939,,,1066.0,
751,,Qinghai,China,18.0,0.0,3.0,,20210119,289939,,,1066.0,
752,,Taiwan,Taiwan,16.0,0.0,1.0,,20210119,289939,,,1066.0,
753,,Macau,Macau,10.0,0.0,1.0,,20210119,289939,,,1066.0,
754,,,Vietnam,10.0,0.0,1.0,,20210119,289939,,,1066.0,
755,,New South Wales,Australia,4.0,0.0,2.0,,20210119,289939,,,1066.0,
756,,Queensland,Australia,4.0,0.0,0.0,,20210119,289939,,,1066.0,
757,,Hubei,China,24953.0,699.0,1115.0,,20210119,289939,,,1066.0,
758,,Guangdong,China,1034.0,1.0,88.0,,20210119,289939,,,1066.0,
759,,Zhejiang,China,1006.0,0.0,123.0,,20210119,289939,,,1066.0,
760,,He,China,914.0,3.0,86.0,,20210119,289939,,,1066.0,
761,,Hu,China,772.0,0.0,112.0,,20210119,289939,,,1066.0,
762,,Anhui,China,665.0,0.0,47.0,,20210119,289939,,,1066.0,
763,,Jiangxi,China,661.0,0.0,45.0,,20210119,289939,,,1066.0,
764,,Chongqing,China,426.0,2.0,31.0,,20210119,289939,,,1066.0,
765,,Jiangsu,China,408.0,0.0,43.0,,20210119,289939,,,1066.0,
766,,Shandong,China,386.0,0.0,37.0,,20210119,289939,,,1066.0,
767,,Sichuan,China,344.0,1.0,42.0,,20210119,289939,,,1066.0,
768,,Beijing,China,297.0,1.0,33.0,,20210119,289939,,,1066.0,
769,,Heilongjiang,China,277.0,3.0,12.0,,20210119,289939,,,1066.0,
770,,Shanghai,China,277.0,1.0,30.0,,20210119,289939,,,1066.0,
771,,Fujian,China,224.0,0.0,20.0,,20210119,289939,,,1066.0,
772,,Shaanxi,China,184.0,0.0,17.0,,20210119,289939,,,1066.0,
773,,Guangxi,China,172.0,0.0,17.0,,20210119,289939,,,1066.0,
774,,Hebei,China,172.0,1.0,22.0,,20210119,289939,,,1066.0,
775,,Yun,China,138.0,0.0,12.0,,20210119,289939,,,1066.0,
776,,Hai,China,117.0,2.0,10.0,,20210119,289939,,,1066.0,
777,,Shanxi,China,104.0,0.0,15.0,,20210119,289939,,,1066.0,
